price,body,mileage,engV,engType,drive,car,,,,,registration,year,model
10000,1,83,1.8,0,2,17,,,,,yes,2011,Cruze
53000,2,1,2.5,2,0,15,,,,,yes,2016,H1 пасс.
8800,1,330,5,1,1,1,,,,,yes,2000,S 500
7000,1,286,2.8,1,1,5,,,,,yes,2001,520
7000,4,226,2.5,1,1,5,,,,,yes,1999,525
45000,1,90,3,2,0,7,,,,,yes,2011,Phaeton
8450,2,95,1.6,2,2,28,,,,,yes,2012,Partner груз.
64000,0,128,4.5,2,0,14,,,,,yes,2013,Land Cruiser 200
6650,5,129,1.4,1,2,18,,,,,yes,2008,Fabia
43000,4,11,1.8,1,2,8,,,,,yes,2015,A6
11500,1,65,1.6,1,2,15,,,,,yes,2011,Elantra
4650,5,75,1.5,1,2,19,,,,,yes,2011,Lanos
4000,1,460,2,1,1,1,,,,,yes,1991,E-Class
3000,1,276,17,2,,16,,,,,yes,1993,Vectra A
5500,0,240,2,1,0,3,,,,,yes,1999,CR-V
4999,3,58,1.6,1,2,25,,,,,yes,2011,2111
5200,2,442,2.4,2,2,7,,,,,yes,1992,T4 (Transporter) пасс.
11700,2,137,2,2,,16,,,,,yes,2012,Viv66 груз.
8300,1,160,2,1,2,3,,,,,yes,2004,Accord
12700,2,213,2,2,2,7,,,,,yes,2012,T5 (Transporter) груз
12700,0,110,2.7,2,0,33,,,,,yes,2008,Rexton II
11700,3,100,1.6,2,2,28,,,,,yes,2013,308
19600,1,69,2.4,1,2,3,,,,,yes,2012,Accord
24500,0,260,4.7,0,0,14,,,,,yes,2003,Land Cruiser 100
22800,1,72,1.8,1,2,18,,,,,yes,2013,Superb
4100,4,9,8,1,2,19,,,,,yes,2008,Matiz
39900,0,126,5.5,1,0,1,,,,,yes,2010,GL 500
59999,4,1,2,1,1,17,,,,,yes,2016,Cam66
7300,5,84,1.3,1,2,29,,,,,yes,2008,Swift
8800,1,240,2,1,2,3,,,,,yes,2005,Accord
21000,5,22,1.2,4,2,7,,,,,yes,2014,Golf VII
1650,3,296,2,2,2,16,,,,,no,2001,Astra G
6999,1,132,2,0,2,17,,,,,yes,2007,Epica
25800,1,58,2.5,1,,14,,,,,yes,2015,Camry
9200,0,128,2,1,0,29,,,,,yes,2006,Grand Vitara
4150,4,130,1.9,2,2,28,,,,,yes,2006,Partner пасс.
9800,0,92,2,1,0,11,,,,,yes,2008,Outlander
23400,1,69,2.5,0,2,14,,,,,yes,2014,Camry
18500,1,137,NA,1,2,8,,,,,yes,2009,A6
45500,0,65,4,0,0,14,,,,,yes,2010,FJ Cruiser
26900,0,76,2.2,2,0,12,,,,,yes,2013,Sorento
4500,3,206,2.5,2,0,8,,,,,no,2003,A6
17800,1,90,2,2,2,28,,,,,yes,2013,508
6300,1,120,1.6,1,2,17,,,,,yes,2007,Lacetti
28500,1,16,2.5,1,2,14,,,,,yes,2015,Camry
16800,3,149,1.4,0,2,7,,,,,yes,2013,Passat B7
23999,1,0,1.6,2,2,7,,,,,yes,2016,Jetta
19700,1,73,2.4,0,2,3,,,,,yes,2012,Accord
2999,1,210,2,4,1,5,,,,,no,1999,320
29500,0,180,3.2,2,0,1,,,,,yes,2008,GL 320
19999,1,82,4.6,1,2,20,,,,,yes,2008,LS 460
11500,1,47,NA,1,2,12,,,,,yes,2013,Rio
7300,5,86,1.4,1,2,28,,,,,yes,2011,207
55555,2,63,2,2,0,7,,,,,yes,2013,Multi2
10200,0,66,2.3,1,0,21,,,,,yes,2007,CX-7
55555,2,50,2,2,0,7,,,,,yes,2013,Multi2
55555,2,53,2,2,0,7,,,,,yes,2013,Multi2
27000,4,222,NA,2,0,8,,,,,yes,2007,Q7
115000,1,49,4.7,1,0,1,,,,,yes,2014,S 500
10300,2,160,2.2,2,2,0,,,,,yes,2013,Transit груз.
4350,1,35,2.2,0,2,14,,,,,yes,1999,Camry
11900,4,121,1.6,1,2,18,,,,,yes,2011,Octavia A5
26250,1,17,2.5,1,2,14,,,,,yes,2015,Camry
13700,1,14,1.8,1,2,3,,,,,yes,2012,Civic
10700,1,160,2,0,,12,,,,,yes,2009,Magentis
13500,3,138,2,2,2,16,,,,,yes,2010,Insignia
33700,0,82,3.5,1,0,20,,,,,yes,2010,RX 350
13000,0,43,2,2,0,33,,,,,yes,2012,Kyron
6900,1,280,2,0,1,5,,,,,yes,2000,320
24000,1,51,2.5,0,2,14,,,,,yes,2014,Camry
5600,2,222,1.4,0,2,34,,,,,yes,2007,Berlingo пасс.
45555,0,25,3.5,1,0,20,,,,,yes,2013,RX 350
8900,0,190,3,0,0,20,,,,,yes,2001,RX 300
52999,0,112,4.2,2,0,8,,,,,yes,2008,Q7
49000,0,87,5,1,0,6,,,,,yes,2011,Range 48
18700,3,196,2,2,2,7,,,,,yes,2011,Passat B7
17999,1,80,1.8,1,,7,,,,,yes,2012,Passat B7
9600,1,140,1.8,1,2,18,,,,,yes,2008,Superb
9950,4,74,2,1,2,15,,,,,yes,2008,Coupe
12300,1,135,2.4,1,2,14,,,,,yes,2006,Camry
12500,1,127,1.8,1,2,18,,,,,yes,2009,Superb
3799,2,350,2.2,2,2,1,,,,,yes,2000,Vito груз.
10900,1,156,NA,0,2,14,,,,,yes,2005,Camry
27400,0,52,3.5,0,0,14,,,,,yes,2012,Venza
15500,1,139,3.5,1,,20,,,,,yes,2007,ES 350
8200,1,241,2,1,1,5,,,,,yes,1998,320
49500,0,44,3,2,,8,,,,,yes,2013,Q7
25500,1,58,2.5,1,2,14,,,,,yes,2015,Camry
11900,1,40,1.8,1,2,17,,,,,yes,2011,Cruze
6900,5,140,1.6,1,2,2,,,,,yes,2007,TIIDA
69990,2,1,5,2,0,7,,,,,yes,2015,Multi2
69990,2,1,2,2,0,7,,,,,yes,2015,Multi2
2900,5,245,NA,1,2,21,,,,,yes,1996,323
10000,1,38,1.8,1,2,17,,,,,yes,2010,Cruze
48000,0,75,3,2,0,8,,,,,yes,2013,Q7
9000,1,130,1.6,1,2,7,,,,,yes,2012,Polo
9999,5,118,1.2,2,2,7,,,,,yes,2011,Polo
6700,1,155,1.6,0,2,11,,,,,yes,2007,Lancer
11100,1,63,1.4,1,2,15,,,,,yes,2013,Accent
32500,3,65,2,1,1,5,,,,,yes,2014,328
9999,1,250,2.4,1,2,14,,,,,yes,2003,Camry
0,0,0,4.7,1,0,1,,,,,yes,2016,GLS 500
7750,1,130,1.6,1,2,21,,,,,yes,2007,3
6900,1,118,1.6,1,2,11,,,,,yes,2007,Lancer
10500,0,135,2.3,1,0,21,,,,,yes,2007,CX-7
15600,1,165,3.5,0,2,14,,,,,yes,2008,Camry
22222,1,80,2,2,2,18,,,,,yes,2014,Octavia A7
20500,0,78,2,0,0,3,,,,,yes,2012,CR-V
19990,4,164,NA,0,,5,,,,,yes,2004,645
22000,0,95,1.6,1,0,0,,,,,yes,2013,Kuga
11900,4,105,2.3,1,0,21,,,,,yes,2008,CX-7
6800,1,107,1.4,0,2,15,,,,,yes,2007,Accent
20999,1,77,2.5,0,2,14,,,,,yes,2012,Camry
23000,0,70,2.2,2,0,12,,,,,yes,2013,Sorento
0,0,56,3,2,0,6,,,,,no,2014,Range 48 Sport
22800,4,55,2.5,1,0,14,,,,,yes,2013,Camry
14900,1,149,3.5,0,2,14,,,,,yes,2008,Camry
11900,0,130,2.5,2,0,12,,,,,yes,2008,Sorento
48000,0,126,3,2,0,8,,,,,yes,2013,Q7
199999,0,0,5.5,1,0,1,,,,,yes,2016,GLS 63
10500,1,100,1.8,1,2,7,,,,,yes,2008,Passat B6
134999,0,0,4.5,2,0,20,,,,,yes,2016,LX 450
11500,5,55,1.6,1,2,39,,,,,yes,2010,Ibiza
1650,1,210,1.8,1,2,7,,,,,no,1998,Passat B4
7350,1,37,1.5,1,2,41,,,,,yes,2014,E72rand 7 (EC7)
20900,0,69,2.7,1,0,14,,,,,yes,2008,Land Cruiser Prado
7999,2,255,2.2,2,2,1,,,,,yes,2004,Vito пасс.
47900,0,178,4,2,,5,,,,,yes,2012,X5
16500,0,113,2.4,1,0,3,,,,,yes,2008,CR-V
17400,0,172,3.5,1,0,20,,,,,yes,2007,RX 350
22600,0,89,2.2,2,0,15,,,,,yes,2012,Santa FE
7500,2,317,1.9,2,2,7,,,,,yes,2008,T5 (Transporter) груз
20800,0,70,2.7,1,0,14,,,,,yes,2008,Land Cruiser Prado
25200,0,78,2,2,0,7,,,,,yes,2012,Tiguan
14500,1,78,2,1,2,3,,,,,yes,2010,Accord
14500,1,195,1.6,1,0,0,,,,,yes,2011,Mondeo
3150,3,220,1.7,4,2,1,,,,,no,2001,A 170
7700,5,120,1.4,0,2,12,,,,,yes,2009,Ceed
7100,2,208,1.5,2,2,4,,,,,yes,2008,Kangoo пасс.
2600,1,220,2,1,2,3,,,,,yes,1990,Accord
12500,1,130,2,1,2,3,,,,,yes,2008,Accord
23999,1,80,1.8,1,,7,,,,,yes,2012,Passat CC
32900,0,82,2.7,1,0,14,,,,,yes,2013,Venza
36000,3,40,3,2,0,8,,,,,yes,2010,Q7
23500,2,170,2.2,2,1,1,,,,,yes,2011,Vito пасс.
16400,0,87,2.5,1,0,0,,,,,yes,2010,Kuga
3100,2,164,1.4,1,2,4,,,,,yes,1999,Kangoo пасс.
4700,5,160,2,2,,7,,,,,no,2006,Golf VI
25000,0,115,5.7,1,0,14,,,,,yes,2007,Tundra
3000,1,335,1.8,1,2,39,,,,,yes,1993,Cordoba
1700,4,60,1.6,4,0,25,,,,,yes,1983,2121
7400,3,242,1.5,2,2,4,,,,,yes,2007,Megane
23000,0,180,3.6,0,0,8,,,,,yes,2007,Q7
8650,2,238,2.5,2,2,7,,,,,yes,2002,T4 (Transporter) пасс.
16800,2,116,NA,4,,1,,,,,yes,2013,Vito груз.
12200,5,82,1.8,1,2,3,,,,,yes,2009,Civic
5490,1,180,1.4,1,2,16,,,,,yes,2007,Astra G
9300,2,220,2.5,2,2,7,,,,,yes,2003,T4 (Transporter) пасс.
6500,2,170,1.6,1,2,15,,,,,yes,2005,Matrix
3500,1,334,2,2,1,5,,,,,no,1999,320
32500,0,86,5,1,0,6,,,,,yes,2010,Range 48 Sport
13500,0,168,2.2,2,0,15,,,,,yes,2007,Santa FE
2300,1,229,2,2,,0,,,,,no,2003,Mondeo
6500,1,152,1.6,1,2,11,,,,,yes,2007,Lancer
11300,2,165,1.9,2,2,7,,,,,yes,2010,Caddy пасс.
17500,3,125,3,2,0,5,,,,,yes,2006,530
0,0,1,4.4,2,0,6,,,,,yes,2016,Range 48
2499,1,300,3,2,1,1,,,,,no,1999,E-Class
21000,5,34,1.4,1,2,8,,,,,yes,2013,A3
22999,0,152,4,0,0,14,,,,,yes,2008,Land Cruiser Prado
58000,0,64,2,2,0,5,,,,,yes,2015,X5
0,0,0,3,2,0,5,,,,,yes,2016,X5
0,0,0,3,2,0,6,,,,,yes,2016,Range 48 Sport
2499,3,254,2,2,2,14,,,,,no,2000,Avensis
109999,0,0,3,2,0,1,,,,,yes,2016,GLS 350
4000,1,230,2,2,1,5,,,,,no,2003,320
11300,4,108,2.3,1,0,21,,,,,yes,2008,CX-7
15000,3,154,2,2,2,8,,,,,yes,2008,A6
4500,1,336,2,0,1,16,,,,,yes,1998,Omega
107999,0,0,3,2,0,1,,,,,yes,2016,GLS 350
2200,3,250,2,2,2,21,,,,,no,2000,626
9900,1,130,2.3,0,2,14,,,,,yes,2006,Camry
32000,1,144,3.6,1,0,7,,,,,yes,2013,Passat CC
7650,1,133,1.5,0,2,11,,,,,yes,2008,Lancer
8100,2,290,1.9,2,,16,,,,,yes,2005,Viv66 пасс.
12500,1,225,1.8,0,2,18,,,,,yes,2009,Superb
19700,0,172,3.6,1,0,8,,,,,yes,2007,Q7
15300,3,78,NA,1,2,0,,,,,yes,2014,Focus
14000,1,25,2.5,1,2,14,,,,,yes,2014,Camry
8300,2,217,1.9,2,2,4,,,,,yes,2004,Trafic пасс.
6999,5,124,1.4,1,2,12,,,,,yes,2008,Rio
13900,4,170,1.9,2,2,7,,,,,yes,2006,Multi2
6200,2,180,2,2,2,7,,,,,yes,2005,Caddy пасс.
12800,0,219,2.7,0,0,15,,,,,yes,2007,Santa FE
69999,0,71,4.4,1,0,5,,,,,yes,2011,X5 M
12500,4,52,2.4,1,2,3,,,,,yes,2008,Accord
16800,4,164,2,2,2,7,,,,,yes,2010,T5 (Transporter) пасс.
13500,1,111,2.4,0,2,3,,,,,yes,2009,Accord
37500,0,42,4.8,1,0,13,,,,,yes,2009,Cayenne
11500,1,72,2.4,1,0,11,,,,,yes,2006,Lancer Evolution
69900,1,76,6,1,1,1,,,,,yes,2010,S 65 A72
7300,1,137,1.6,0,2,11,,,,,yes,2006,Lancer
11200,1,59,1.6,1,2,28,,,,,yes,2013,301
9000,1,223,2.5,2,2,7,,,,,yes,2007,T5 (Transporter) пасс.
0,5,100,2,1,2,7,,,,,yes,2013,Golf GTI
3900,1,130,1.5,0,2,19,,,,,yes,2006,Lanos
13000,0,149,2,1,0,14,,,,,yes,2006,Rav 4
1850,4,200,1.6,1,2,7,,,,,no,1999,Golf IV
10900,0,148,3.3,0,0,12,,,,,yes,2007,Sorento
11700,3,127,2.3,1,2,21,,,,,yes,2006,CX-7
9200,3,107,1.6,1,2,7,,,,,yes,2010,Golf Variant
61900,1,22,NA,4,1,23,,,,,yes,2013,Model S
15700,1,108,NA,1,2,14,,,,,yes,2008,Camry
9250,0,192,2,2,0,15,,,,,yes,2008,Tucson
15200,3,87,1.6,2,2,12,,,,,yes,2013,Ceed
26900,0,47,2,2,0,0,,,,,yes,2015,Kuga
43900,3,0,2,2,0,24,,,,,yes,2016,Outback
10900,3,95,2,1,0,18,,,,,yes,2008,Octavia A5
17777,2,250,2,2,0,7,,,,,yes,2010,T5 (Transporter) пасс.
3950,5,288,1.8,0,2,7,,,,,yes,1996,Golf III
13838.175,5,1,1.6,2,2,15,,,,,yes,2015,i30
19395.675,0,1,1.7,2,2,12,,,,,yes,2015,Sportage
23000,2,52,1.6,2,2,34,,,,,yes,2015,Grand C4 Picasso
16431.675,0,1,1.6,1,2,2,,,,,yes,2015,Juke
16672.5,5,1,1.6,1,2,14,,,,,yes,2016,Auris
14712.555,1,1,1.6,1,2,12,,,,,yes,2015,Cerato
10800,1,133,2,1,2,3,,,,,yes,2008,Accord
12900,3,260,3,2,1,5,,,,,yes,2004,330
15300,0,162,3.3,1,0,20,,,,,yes,2006,RX 300
77777,0,1,3,2,0,5,,,,,yes,2014,X6
70000,4,21,6,1,1,1,,,,,yes,2008,S 600
19400,0,78,NA,1,0,11,,,,,yes,2012,Outlander XL
10950,3,137,2,1,,18,,,,,yes,2008,Octavia Scout
12700,0,104,2,0,0,15,,,,,yes,2009,Tucson
109000,0,0,3.5,2,0,1,,,,,yes,2016,GLS 350
17000,3,158,2,2,1,5,,,,,yes,2010,320
99000,0,0,3,2,0,1,,,,,yes,2016,GLS 350
15500,0,102,3,1,0,11,,,,,yes,2009,Outlander XL
0,4,116,2.4,1,2,3,,,,,yes,2008,Accord
28900,0,1,2,1,0,7,,,,,yes,2016,Tiguan
13700,1,254,3,2,2,5,,,,,yes,2003,530
3900,1,80,2,1,2,21,,,,,yes,1997,Xedos 6
177000,0,0,5.5,1,0,1,,,,,yes,2016,GLS 63
12200,0,140,2.4,1,0,11,,,,,yes,2007,Outlander XL
13900,4,168,5,1,1,1,,,,,yes,2002,CL 500
9750,5,98,1.6,1,2,17,,,,,yes,2011,Cruze
12000,1,119,2,1,2,3,,,,,yes,2007,Accord
34000,4,51,3.6,1,1,17,,,,,yes,2012,Cam66
1820,1,110,1.6,0,2,16,,,,,yes,1988,Ascona
15300,1,250,2.5,1,1,5,,,,,yes,2006,525
6999,1,95,1.4,0,2,15,,,,,yes,2009,Accent
11500,2,163,2.5,2,2,7,,,,,yes,2008,T5 (Transporter) пасс.
2100,1,85,NA,4,,25,,,,,yes,2016,2103
22000,0,29,2,0,0,12,,,,,yes,2013,Sportage
0,1,300,2.5,2,2,8,,,,,no,2001,A8
7499,4,287,3,1,2,3,,,,,yes,2002,Accord
15000,0,184,2.7,0,0,14,,,,,yes,2005,Land Cruiser Prado
0,0,120,2,0,0,11,,,,,yes,2008,Outlander
13200,0,79,2.4,0,0,11,,,,,yes,2009,Outlander
1850,5,250,1.1,1,2,39,,,,,yes,1994,Ibiza
8757,1,32,NA,4,,7,,,,,no,2015,Jetta
6500,2,450,2.3,2,2,1,,,,,yes,1996,Vito пасс.
295000,1,29,6,1,1,1,,,,,yes,2011,S-Guard
4300,2,300,2.2,2,1,1,,,,,no,2005,Vito пасс.
25900,4,54,3.5,1,0,3,,,,,yes,2012,Crosstour
12600,1,300,2.7,2,1,1,,,,,yes,2003,E-Class
29500,1,230,3,2,1,5,,,,,yes,2011,530
5700,5,120,1.6,1,2,25,,,,,yes,2012,2172
55500,0,36,3,2,0,7,,,,,yes,2015,Touareg
7900,3,180,1.8,1,0,18,,,,,yes,2006,Octavia Tour
15000,2,275,2.5,2,2,7,,,,,yes,2008,T5 (Transporter) пасс.
12500,2,238,2.2,2,1,1,,,,,yes,2008,Vito пасс.
9500,2,212,1.9,2,2,7,,,,,yes,2006,T5 (Transporter) пасс.
5800,1,120,1.5,1,2,17,,,,,yes,2007,Aveo
10500,2,246,2.5,2,,7,,,,,yes,2006,T5 (Transporter) пасс.
18200,5,23,1.4,1,2,7,,,,,yes,2013,Golf VI
47000,0,23,6.2,1,0,45,,,,,yes,2008,Escalade
38700,1,117,5.5,1,0,1,,,,,yes,2010,S 550
13700,4,103,2,2,2,7,,,,,yes,2013,T5 (Transporter) груз
9200,1,62,1.8,1,2,17,,,,,yes,2013,Cruze
22500,3,175,2,0,0,8,,,,,yes,2010,A4 Allroad
6800,1,170,1.6,1,2,11,,,,,yes,2004,Lancer
6250,2,205,1.6,1,2,4,,,,,yes,2007,Scenic
162000,0,21,4.4,2,0,6,,,,,yes,2015,Range 48
24800,3,118,3,2,0,1,,,,,yes,2010,E-Class
8800,2,260,2.5,2,2,7,,,,,yes,2008,T5 (Transporter) груз
9200,0,126,NA,4,0,2,,,,,yes,2005,X-Trail
9950,5,95,1.4,1,2,7,,,,,yes,2010,Polo
6800,1,152,1.6,1,2,4,,,,,yes,2007,Megane
16999,3,213,3,2,0,5,,,,,yes,2007,530
22500,1,159,5.2,1,0,8,,,,,yes,2008,S8
11900,1,160,2.5,1,1,5,,,,,yes,2005,525
4580,4,82,1.2,1,2,38,,,,,yes,2008,110557
10000,1,19,1.4,1,2,15,,,,,yes,2011,Accent
4800,2,170,1.9,2,2,28,,,,,yes,2011,Partner груз.
15000,1,150,3.5,0,0,46,,,,,yes,2008,RL
12800,4,116,2.2,2,,1,,,,,yes,2013,Vito груз.
10500,2,172,2.9,2,2,12,,,,,yes,2008,Carnival
17000,2,157,2,2,0,7,,,,,yes,2010,T5 (Transporter) пасс.
27000,1,85,2,2,2,7,,,,,yes,2013,Passat CC
12300,4,140,2.4,1,2,3,,,,,yes,2008,Accord
10500,4,184,2.2,2,2,0,,,,,yes,2013,Transit груз.
10400,4,194,2.2,2,2,0,,,,,yes,2013,Transit груз.
24000,1,67,1.8,1,2,7,,,,,yes,2012,Passat CC
9800,5,98,1.6,0,2,7,,,,,yes,2010,Golf V
14500,1,138,2,1,1,1,,,,,yes,2007,E-Class
0,2,0,2.2,2,0,1,,,,,yes,2016,V 250
12800,2,116,2.2,2,,1,,,,,yes,2012,Vito пасс.
1900,5,40,1.5,1,2,25,,,,,yes,1990,2109
3350,1,175,1.4,1,2,19,,,,,yes,2008,Lanos
10200,1,180,2.4,1,2,14,,,,,yes,2003,Camry
42000,0,60,2,1,0,6,,,,,yes,2012,Range 48 Evoque
9000,5,95,1.6,0,2,7,,,,,yes,2005,Golf V
11500,1,169,1.8,1,2,7,,,,,yes,2008,Passat B6
6800,0,242,99.99,2,,5,,,,,no,2005,X3
9500,2,248,2.2,2,1,1,,,,,yes,2005,Vito пасс.
32800,0,109,3,2,0,1,,,,,yes,2011,ML 350
9750,2,159,1.9,2,2,7,,,,,yes,2009,Caddy пасс.
10250,1,144,2,2,2,7,,,,,yes,2008,Passat B6
12450,0,169,2,1,0,2,,,,,yes,2008,X-Trail
2500,1,170,1.9,2,2,4,,,,,no,2003,Scenic
22000,0,152,4.2,1,0,8,,,,,yes,2007,Q7
10199,5,98,1.6,1,2,39,,,,,yes,2009,Leon
8000,4,230,2.2,2,2,1,,,,,yes,2001,Vito пасс.
4800,1,199,3.2,2,2,1,,,,,yes,1999,E-Class
5400,5,82,1.25,1,2,0,,,,,yes,2007,Fiesta
0,3,160,1.9,2,2,7,,,,,yes,2003,Passat B5
3950,0,220,2.9,2,0,15,,,,,no,2002,Terracan
4950,1,127,1.5,1,2,17,,,,,yes,2008,Aveo
54500,1,29,3,2,1,1,,,,,yes,2012,CLS 350
112000,1,14,4.8,4,0,13,,,,,yes,2013,Panamera
49999,2,59,2,2,0,7,,,,,yes,2014,Multi2
6300,1,1,1.4,1,,15,,,,,yes,2008,Accent
13500,0,250,3,2,0,5,,,,,no,2006,X5
17500,0,150,NA,0,0,20,,,,,yes,2007,RX 350
13900,1,216,2.2,2,1,1,,,,,yes,2007,E-Class
3200,1,237,2.5,1,1,5,,,,,yes,1990,525
0,0,1,4.4,2,0,6,,,,,yes,2016,Range 48
13500,0,131,2.4,0,0,14,,,,,yes,2006,Rav 4
23000,1,80,2,4,,7,,,,,yes,2011,Passat CC
8650,1,132,1.6,1,2,14,,,,,yes,2008,Corolla
21900,0,71,2.2,2,0,15,,,,,yes,2012,Santa FE
21300,1,2,1.4,1,2,18,,,,,yes,2016,Octavia A7
7300,2,245,2.2,2,2,1,,,,,yes,2002,Vito пасс.
10350,3,95,1.4,1,2,16,,,,,yes,2012,Astra J
13999,1,198,2.4,0,2,14,,,,,yes,2009,Camry
9800,1,56,1.5,1,2,11,,,,,yes,2011,Lancer X
7200,5,172,1.6,1,2,18,,,,,yes,2006,Octavia Tour
17800,1,180,3,2,0,7,,,,,yes,2007,Touareg
7900,1,140,1.6,2,2,12,,,,,yes,2008,Cerato
8900,5,140,1.6,1,2,14,,,,,yes,2008,Auris
4600,1,57,1.3,0,2,19,,,,,yes,2011,Sens
13499,2,154,2,2,2,7,,,,,yes,2013,T5 (Transporter) груз
6950,4,190,2.2,2,2,1,,,,,yes,1999,Vito пасс.
10250,1,261,1.8,1,1,1,,,,,yes,2003,E-Class
11400,0,114,2.5,2,0,12,,,,,yes,2008,Sorento
16700,0,39,2.7,2,0,33,,,,,yes,2013,Rexton II
29900,0,182,3,1,0,5,,,,,yes,2008,X6
13500,1,144,3.5,0,2,14,,,,,yes,2007,Camry
5400,1,102,1.5,2,2,15,,,,,yes,2008,Accent
2300,2,200,1.9,2,2,4,,,,,yes,2002,Kangoo груз.
12300,2,107,2.7,2,0,33,,,,,yes,2008,Rodius
13900,3,93,3,0,0,11,,,,,yes,2007,Outlander XL
11800,0,52,2.5,2,0,12,,,,,yes,2008,Sorento
11900,4,120,NA,1,2,18,,,,,yes,2010,Octavia A5
25800,1,9,2,1,2,21,,,,,yes,2016,6
5850,1,270,2,1,2,21,,,,,yes,2003,6
5500,1,199,NA,1,2,1,,,,,yes,2000,E-Class
13900,0,156,2,2,2,7,,,,,yes,2012,T6 (Transporter) груз
82555,0,69,3,2,0,1,,,,,yes,2014,GL 350
11764.116,5,1,1.4,1,2,12,,,,,yes,2015,Rio
12500,1,99,1.6,1,2,0,,,,,yes,2012,Mondeo
8999,1,221,4.5,1,1,5,,,,,yes,2002,745
23499,0,174,4,0,0,14,,,,,yes,2008,Land Cruiser Prado
13300,0,58,1.6,4,,28,,,,,yes,2013,3008
24950,4,60,1.8,1,,1,,,,,yes,2013,C-Class
28950,1,40,1.8,1,1,1,,,,,yes,2014,C-Class
9400,1,221,4.4,0,1,5,,,,,yes,2004,745
13800,0,156,4,4,0,20,,,,,yes,2006,RX 400
14200,3,200,2.7,2,2,8,,,,,yes,2006,A6
10000,2,224,2.5,2,2,7,,,,,yes,2006,T5 (Transporter) пасс.
11999,1,147,2.4,1,2,14,,,,,yes,2010,Camry
10500,1,67,1.8,1,2,17,,,,,yes,2011,Cruze
9600,2,175,2,2,2,4,,,,,yes,2007,Trafic пасс.
12900,1,65,2,0,2,21,,,,,yes,2009,6
11950,5,117,1.6,0,2,18,,,,,yes,2012,Octavia A5
51900,0,106,3,2,0,5,,,,,yes,2012,X6
9555,1,174,2,1,2,7,,,,,yes,2007,Passat B6
31500,1,140,2,2,2,8,,,,,yes,2012,A6
12399,1,90,2.4,1,2,3,,,,,yes,2008,Accord
10500,1,121,2.3,1,0,21,,,,,yes,2008,6 MPS
14600,1,58,1.8,1,2,18,,,,,yes,2012,Octavia A5
17300,1,107,1.8,1,1,1,,,,,yes,2008,C-Class
10800,5,93,1.6,0,2,21,,,,,yes,2011,3
22600,0,187,3,2,0,7,,,,,yes,2008,Touareg
11700,0,95,2,0,,12,,,,,yes,2010,Sportage
8600,5,240,2,1,2,18,,,,,yes,2003,Octavia Tour
6300,1,164,1.6,1,2,12,,,,,yes,2007,Cerato
28350,0,92,2.2,2,0,14,,,,,yes,2013,Rav 4
21500,1,100,2.5,1,0,20,,,,,yes,2008,IS 250
4500,1,409,2.6,1,1,1,,,,,yes,1991,E-Class
2200,1,272,1.9,2,2,7,,,,,no,1998,Passat B5
9500,4,220,2.2,2,1,1,,,,,yes,2005,Vito пасс.
14900,0,172,2.2,2,0,15,,,,,yes,2007,Santa FE
6500,1,300,2.8,0,1,5,,,,,yes,1997,528
3200,1,330,1.4,1,2,3,,,,,yes,1998,Civic
16800,0,150,2,1,0,2,,,,,yes,2012,X-Trail
18000,1,245,2.5,1,1,5,,,,,yes,2007,523
0,5,12,1.3,0,2,25,,,,,yes,1986,2108
13600,3,164,1.5,2,2,4,,,,,yes,2013,Grand Scenic
12000,0,150,3,1,0,24,,,,,yes,2006,Tribeca
2100,1,88,1.2,0,2,38,,,,,yes,2007,1103 Славута
12600,1,294,3,0,2,8,,,,,yes,2004,A8
5900,5,171,1.5,4,2,4,,,,,yes,2005,Megane
17900,0,167,3,2,0,7,,,,,yes,2007,Touareg
8300,0,161,2,1,0,11,,,,,yes,2005,Outlander
900,1,100,1.5,0,1,25,,,,,yes,1986,2106
18500,4,90,1.8,1,1,1,,,,,yes,2008,C-Class
1250,1,150,99.99,0,1,25,,,,,yes,1987,2105
12950,4,199,2.2,2,,1,,,,,yes,2012,Vito груз.
12700,4,199,2.2,2,,1,,,,,yes,2011,Vito пасс.
5200,1,432,3,2,1,1,,,,,yes,1992,E-Class
11500,3,85,1.4,1,2,18,,,,,yes,2011,Octavia A5
22300,1,29,2,1,2,21,,,,,yes,2015,6
8600,1,240,3.2,2,1,1,,,,,yes,2001,E-Class
8500,2,281,2.2,2,1,1,,,,,yes,2004,Vito пасс.
0,1,245,2.2,2,,1,,,,,yes,2002,E-Class
3150,3,310,2.5,2,2,8,,,,,no,1999,A6
8600,1,117,1.8,1,2,3,,,,,yes,2008,Civic
16999,1,0,1.6,1,2,7,,,,,yes,2016,Jetta
9999,1,42,1.4,1,2,15,,,,,yes,2011,Accent
16200,5,44,1.4,1,2,7,,,,,yes,2012,Golf VI
13699,0,160,2,1,0,14,,,,,yes,2007,Rav 4
11200,2,157,1.5,2,2,4,,,,,yes,2012,Grand Scenic
3950,5,280,NA,0,2,7,,,,,yes,1996,Golf III
71138,0,0,3,2,0,7,,,,,yes,2016,Touareg
7440,4,148,1.5,2,2,4,,,,,yes,2012,Kangoo груз.
3000,1,178,1.4,1,2,19,,,,,yes,2007,Lanos
66346,0,0,3,2,0,7,,,,,yes,2016,Touareg
8000,1,250,1.6,1,2,18,,,,,yes,2007,Octavia A5
